//npcId - npcX npcY npcPLane
//Vorkath
28059 - 2269 4062 0 5
//Summoning guy
6988 - 2208 5342 0
1457 - 2728 2761 0
//spawned By justin - Monkey Archer, 86, 9079
1457 - 2729 2761 0
//spawned By justin - Monkey Archer, 86, 9084
1457 - 2664 2736 0
//spawned By justin - Monkey Archer, 86, 9083
1457 - 2728 2757 0
//spawned By justin - Monkey Archer, 86, 9082
1457 - 2729 2753 0
//spawned By justin - Monkey Archer, 86, 9081
1457 - 2730 2753 0
//spawned By justin - Scorpion, 61, 10112
1477 - 2752 2763 0
//spawned By justin - Monkey Archer, 86, 10180
1458 - 2759 2756 0
//spawned By justin - Bird, 5, 10093
1476 - 2761 2750 0
//spawned By justin - Scorpion, 61, 10086
1477 - 2763 2753 0
//spawned By justin - Scorpion, 61, 10126
1477 - 2765 2763 0
//spawned By justin - Tutab, 0, 10119
1435 - 2757 2770 0
//spawned By justin - Bird, 5, 10143
1476 - 2765 2757 0
//spawned By justin - Spider, 1, 10133
1473 - 2767 2766 0
//spawned By justin - Bird, 5, 10129
1476 - 2768 2753 0
//spawned By justin - Monkey Archer, 86, 10187
1458 - 2769 2754 0
//spawned By justin - Monkey Archer, 86, 10193
1458 - 2775 2756 0
//spawned By justin - Scorpion, 61, 10138
1477 - 2780 2763 0
//spawned By justin - Bird, 5, 10098
1476 - 2785 2748 0
//spawned By justin - Monkey Archer, 86, 10197
1458 - 2785 2768 0
//spawned By justin - Snake, 37, 10147
1479 - 2787 2755 0
//spawned By justin - Monkey Archer, 86, 10198
1458 - 2789 2754 0
//spawned By justin - Monkey Archer, 86, 10200
1458 - 2728 2712 0
//spawned By justin - Elder Guard, 0, 10158
1461 - 2799 2761 0
//spawned By justin - Uwogo, 0, 10161
1449 - 2800 2765 0
//spawned By justin - Spider, 1, 10156
1473 - 2800 2763 0
//spawned By justin - Talent scout, 0, 10096
14364 - 2774 2747 0
//spawned By justin - Bird, 5, 10106
1476 - 2783 2748 0
//spawned By justin - Elder Guard, 0, 10160
1462 - 2802 2758 0
//spawned By justin - Muruwoi, 0, 10166
1450 - 2805 2764 0
//spawned By justin - Garkor, 0, 10168
1411 - 2805 2763 0
//spawned By justin - Snake, 37, 10172
1479 - 2810 2757 0
//spawned By justin - Dugopul, 0, 10108
1429 - 2807 2741 0
//spawned By justin - Bird, 5, 10173
1476 - 2813 2757 0
//spawned By justin - Bird, 5, 10111
1476 - 2809 2735 0
//spawned By justin - Scorpion, 61, 10100
1477 - 2780 2742 0
//spawned By justin - Monkey Archer, 86, 9073
1457 - 2716 2765 0
//spawned By justin - Bird, 5, 10113
1476 - 2716 2768 0
//spawned By justin - Monkey Archer, 86, 9071
1457 - 2712 2762 0
//spawned By justin - Snake, 37, 9062
1479 - 2705 2762 0
//spawned By justin - Monkey Archer, 86, 9070
1457 - 2712 2758 0
//spawned By justin - Monkey Archer, 86, 9069
1457 - 2712 2757 0
//spawned By justin - Monkey Archer, 86, 9068
1457 - 2713 2753 0
//spawned By justin - Monkey Archer, 86, 9067
1457 - 2714 2751 0
//spawned By justin - Bird, 5, 9059
1476 - 2697 2743 0
//spawned By justin - Bird, 5, 9076
1476 - 2715 2790 0
//spawned By justin - Jungle spider, 52, 9045
1478 - 2713 2727 0
//spawned By justin - Bird, 11, 9046
1475 - 2720 2728 0
//spawned By justin - Jungle spider, 52, 9047
1478 - 2725 2725 0
//spawned By justin - Snake, 37, 9044
1479 - 2717 2724 0
//spawned By justin - Snake, 37, 9049
1479 - 2731 2725 0
//spawned By justin - Bird, 5, 9043
1476 - 2704 2717 0
//spawned By justin - Jungle spider, 52, 9050
1478 - 2729 2715 0
//spawned By justin - Bird, 11, 9054
1475 - 2734 2720 0
//spawned By justin - Bird, 5, 9042
1476 - 2725 2710 0
//spawned By justin - Snake, 37, 9048
1479 - 2729 2708 0
//spawned By justin - Jungle spider, 52, 9052
1478 - 2733 2719 0
//spawned By justin - Bird, 5, 9051
1476 - 2733 2701 0
//spawned By justin - Snake, 37, 9056
1479 - 2738 2707 0
//spawned By justin - Snake, 37, 9053
1479 - 2740 2717 0
//spawned By justin - Jungle spider, 52, 9055
1478 - 2741 2705 0
//spawned By justin - Jungle spider, 52, 9057
1478 - 2741 2714 0
//spawned By justin - Bird, 5, 10087
1476 - 2751 2695 0
//spawned By justin - Jungle spider, 52, 10084
1478 - 2752 2718 0
//spawned By justin - Jungle spider, 52, 9058
1478 - 2752 2706 0
//spawned By justin - Snake, 37, 10083
1479 - 2753 2711 0
//spawned By justin - Bird, 11, 10085
1475 - 2757 2711 0
//spawned By justin - Jungle spider, 52, 10082
1478 - 2757 2706 0
//spawned By justin - Jungle spider, 52, 10089
1478 - 2764 2700 0
//spawned By justin - Snake, 37, 10088
1479 - 2704 2648 0
//spawned By justin - Bird, 11, 10094
1475 - 2771 2702 0
//spawned By justin - Snake, 37, 10095
1479 - 2771 2705 0
//spawned By justin - Jungle spider, 52, 10092
1478 - 2770 2710 0
//spawned By justin - Bird, 11, 10101
1475 - 2772 2706 0
//spawned By justin - Jungle spider, 52, 10097
1478 - 2774 2708 0
//spawned By justin - Bird, 5, 10103
1476 - 2777 2691 0
//spawned By justin - Snake, 37, 10102
1479 - 2780 2712 0
//spawned By justin - Skeleton, 142, 9768
1471 - 2712 9048 0
//spawned By justin - Spider, 1, 10745
1473 - 2712 9048 0
//spawned By justin - Spider, 1, 10753
1473 - 2712 9048 0
//spawned By justin - Spider, 1, 10749
1473 - 2712 9048 0
//spawned By justin - Monkey Zombie, 98, 10748
1465 - 2712 9048 0
//spawned By justin - Monkey Zombie, 98, 10751
1465 - 2712 9048 0
//spawned By justin - Monkey Zombie, 98, 10754
1465 - 2712 9048 0
//spawned By justin - Monkey Zombie, 98, 10756
1465 - 2712 9048 0
//spawned By justin - Monkey Zombie, 98, 10755
1465 - 2712 9048 0
//spawned By justin - Monkey Zombie, 98, 10758
1465 - 2778 9118 0
//spawned By justin - Monkey Zombie, 98, 10760
1465 - 2780 9091 0
//spawned By justin - Spider, 1, 10762
1473 - 2782 9091 0
//spawned By justin - Spider, 1, 10763
1473 - 2784 9100 0
//spawned By justin - Monkey Zombie, 98, 10764
1465 - 2787 9104 0
//spawned By justin - Spider, 1, 10765
1473 - 2792 9116 0
//spawned By justin - Monkey Zombie, 98, 10771
1465 - 2797 9111 0
//spawned By justin - Spider, 1, 10770
1473 - 2798 9098 0
//spawned By justin - Monkey Zombie, 98, 10768
1465 - 2792 9119 0
//spawned By justin - Spider, 1, 10746
1473 - 2761 9120 0
//spawned By justin - Monkey Zombie, 98, 10750
1465 - 2759 9132 0
//spawned By justin - Monkey Zombie, 98, 10759
1465 - 2783 9130 0
//spawned By justin - Spider, 1, 10767
1473 - 2791 9131 0
//spawned By justin - Spider, 1, 10752
1473 - 2770 9134 0
//spawned By justin - Monkey Zombie, 98, 10766
1465 - 2798 9130 0
//spawned By justin - Spider, 1, 10778
1473 - 2807 9107 0
//spawned By justin - Monkey Zombie, 98, 10777
1465 - 2808 9105 0
//spawned By justin - Spider, 1, 10781
1473 - 2808 9123 0
//spawned By justin - Monkey Zombie, 98, 10776
1465 - 2808 9130 0
//spawned By justin - Monkey Zombie, 98, 10779
1465 - 2809 9110 0
//spawned By justin - Monkey Zombie, 98, 10780
1465 - 2811 9127 0
//spawned By justin - Monkey Zombie, 98, 10772
1465 - 2803 9094 0
//spawned By justin - Spider, 1, 10769
1473 - 2793 9141 0
//spawned By justin - Zooknock, 0, 10774
1425 - 2803 9145 0
//spawned By justin - Bunkwicket, 0, 10773
1423 - 2803 9148 0
//spawned By justin - Waymottin, 0, 10775
1424 - 2805 9147 0
//spawned By justin - Spider, 1, 10761
1473 - 2782 9139 0
//spawned By justin - Monkey Zombie, 98, 10757
1465 - 2778 9142 0
//spawned By justin - Spider, 1, 10747
1473 - 2760 9142 0
//spawned By justin - Monkey Zombie, 98, 10744
1465 - 2712 9080 0
//spawned By justin - Skeleton, 142, 9764
1471 - 2745 9122 0
//spawned By justin - Skeleton, 142, 9759
1471 - 2745 9122 0
//spawned By justin - Skeleton, 142, 9758
1471 - 2744 9122 0
//spawned By justin - Spider, 1, 9763
1473 - 2744 9123 0
//spawned By justin - Monkey Zombie, 98, 9765
1465 - 2744 9144 0
//spawned By justin - Spider, 1, 9771
1473 - 2744 9145 0
//spawned By justin - Monkey Zombie, 98, 9761
1465 - 2712 9080 0
//spawned By justin - Skeleton, 142, 9757
1471 - 2741 9128 0
//spawned By justin - Spider, 1, 9756
1473 - 2727 9127 0
//spawned By justin - Skeleton, 142, 9749
1471 - 2722 9128 0
//spawned By justin - Skeleton, 142, 9744
1471 - 2720 9132 0
//spawned By justin - Skeleton, 142, 9742
1471 - 2718 9135 0
//spawned By justin - Monkey Zombie, 98, 9752
1465 - 2717 9146 0
//spawned By justin - Spider, 1, 9751
1473 - 2715 9147 0
//spawned By justin - Spider, 1, 9745
1473 - 2672 9088 0
//spawned By justin - Skeleton, 142, 9748
1471 - 2672 9088 0
//spawned By justin - Monkey Zombie, 98, 9736
1465 - 2699 9147 0
//spawned By justin - Spider, 1, 9735
1473 - 2698 9129 0
//spawned By justin - Spider, 1, 9733
1473 - 2696 9140 0
//spawned By justin - Monkey Zombie, 98, 9734
1465 - 2694 9131 0
//spawned By justin - Spider, 1, 9755
1473 - 2725 9116 0
//spawned By justin - Skeleton, 142, 9760
1471 - 2737 9115 0
//spawned By justin - Spider, 1, 9767
1473 - 2742 9109 0
//spawned By justin - Monkey Zombie, 98, 9753
1465 - 2726 9107 0
//spawned By justin - Spider, 1, 9746
1473 - 2672 9088 0
//spawned By justin - Skeleton, 142, 9740
1471 - 2707 9112 0
//spawned By justin - Skeleton, 142, 9743
1471 - 2706 9112 0
//spawned By justin - Spider, 1, 9738
1473 - 2702 9106 0
//spawned By justin - Skeleton, 142, 9739
1471 - 2700 9108 0
//spawned By justin - Skeleton, 142, 23443
1471 - 2703 9114 0
//spawned By justin - Monkey Zombie, 98, 9732
1465 - 2697 9115 0
//spawned By justin - Skeleton, 142, 9741
1471 - 2713 9102 0
//spawned By justin - Spider, 1, 9731
1473 - 2694 9101 0
//spawned By justin - Monkey Zombie, 98, 9747
1465 - 2715 9099 0
//spawned By justin - Skeleton, 142, 23464
1471 - 2703 9114 0
//spawned By justin - Skeleton, 142, 23465
1471 - 2703 9114 0
//spawned By justin - Skeleton, 142, 23466
1471 - 2703 9114 0
//spawned By justin - Monkey Zombie, 98, 9737
1465 - 2699 9096 0
//spawned By justin - Spider, 1, 9750
1473 - 2713 9094 0
//spawned By justin - Monkey Zombie, 98, 9754
1465 - 2732 9095 0
//spawned By justin - Skeleton, 142, 9766
1471 - 2740 9101 0
//spawned By justin - Skeleton, 142, 23451
1471 - 2740 9101 0
//spawned By justin - Skeleton, 142, 23481
1471 - 2740 9101 0
//spawned By justin - Skeleton, 142, 23482
1471 - 2739 9102 0
//spawned By justin - Skeleton, 142, 23492
1471 - 2739 9102 0
//RSBOT NOT DUMPED DUMPED - Skeleton, 142, 32753
//spawned By justin - Skeleton, 142, 0
1471 - 2739 9121 0
//spawned By justin - Skeleton, 142, 9769
1471 - 2745 9102 0
//spawned By justin - Skeleton, 142, 23504
1471 - 2739 9102 0
//spawned By justin - Skeleton, 142, 23505
1471 - 2739 9102 0
//spawned By justin - Spider, 1, 9770
1473 - 2749 9099 0
//spawned By justin - Skeleton, 142, 23520
1471 - 2739 9102 0
//spawned By justin - Skeleton, 142, 23521
1471 - 2739 9102 0
//spawned By justin - Skeleton, 142, 23559
1471 - 2703 9114 0
//spawned By justin - Skeleton, 142, 23560
1471 - 2703 9114 0
//spawned By justin - Skeleton, 142, 23571
1471 - 2703 9114 0
//spawned By justin - Skeleton, 142, 23643
1471 - 2703 9114 0
//spawned By justin - Skeleton, 142, 23644
1471 - 2703 9114 0
//spawned By justin - Skeleton, 142, 23645
1471 - 2703 9114 0
//spawned By justin - Skeleton, 142, 23668
1471 - 2703 9114 0
//spawned By justin - Skeleton, 142, 23669
1471 - 2703 9114 0
//spawned By justin - Skeleton, 142, 23670
1471 - 2703 9114 0
//Captain Klemfoodle spawned by justin
3812 - 2466 3504 3
//Captain Klemfoodle spawned by justin
3812 - 2897 2730 0
//Banker spawned by justin
497 - 3269 3170 0
//Banker spawned by justin
496 - 3271 3170 0
//Zombie spawned by justin
76 - 2842 9773 0
//Zombie spawned by justin
76 - 2841 9769 0
//Zombie spawned by justin
76 - 2843 9765 0
//Zombie spawned by justin
76 - 2842 9762 0
//Zombie spawned by justin
76 - 2842 9758 0
//Zombie spawned by justin
76 - 2846 9759 0
//Zombie spawned by justin
76 - 2847 9763 0
//Zombie spawned by justin
76 - 2844 9752 0
//Zombie spawned by justin
76 - 2841 9753 0
//Zombie spawned by justin
76 - 2843 9747 0
//Zombie spawned by justin
76 - 2845 9749 0
//Zombie spawned by justin
76 - 2849 9748 0
//Zombie spawned by justin
76 - 2849 9751 0
//Greater demon spawned by justin
83 - 2859 9750 0
//Greater demon spawned by justin
83 - 2861 9754 0
//Greater demon spawned by justin
83 - 2862 9747 0
//Oziach spawned by justin
747 - 3068 3516 0
//Zombie rat spawned by justin
6090 - 2931 3250 0
//Zombie rat spawned by justin
6088 - 2936 3254 0
//Zombie rat spawned by justin
6089 - 2928 3252 0
//Zombie rat spawned by justin
6088 - 2935 3245 0
//null spawned by justin
746 - 3014 3501 0
//Elvarg spawned by justin
742 - 2855 9638 0
//Lesser demon spawned by justin
82 - 3110 3157 2
//null spawned by justin
3781 - 3041 3202 0
//Cart conductor spawned by justin
2180 - 2907 10175 0
//Cart conductor spawned by justin
2180 - 2997 9837 0
//Cart conductor spawned by justin
2180 - 2875 9871 0
//Deadly red spider spawned by justin
63 - 3258 5557 0
//Deadly red spider spawned by justin
63 - 3257 5560 0
//Deadly red spider spawned by justin
63 - 3258 5550 0
//Deadly red spider spawned by justin
63 - 3259 5557 0
//Mummy spawned by justin
2019 - 3243 5556 0
//Mummy spawned by justin
6757 - 3242 5552 0
//Mummy spawned by justin
6755 - 3241 5552 0
//Mummy spawned by justin
6754 - 3241 5553 0
//Mummy spawned by justin
2019 - 3242 5553 0
//Mummy spawned by justin
2019 - 3248 5558 0
//Mummy spawned by justin
2019 - 3240 5559 0
//Mummy spawned by justin
2019 - 3234 5556 0
//Mummy spawned by justin
2019 - 3242 5554 0
//Mummy spawned by justin
2019 - 3251 5561 0
//Mummy spawned by justin
2019 - 3233 5564 0
//Ice giant spawned by justin
10762 - 3221 5548 0
//Ice giant spawned by justin
111 - 3223 5551 0
//Ice giant spawned by justin
111 - 3224 5555 0
//Ice giant spawned by justin
111 - 3219 5557 0
//Ice giant spawned by justin
111 - 3213 5555 0
//Ice giant spawned by justin
111 - 3212 5560 0
//Ice giant spawned by justin
111 - 3207 5562 0
//Ice giant spawned by justin
111 - 3205 5557 0
//Ice giant spawned by justin
111 - 3207 5554 0
//Ice giant spawned by justin
111 - 3210 5551 0
//Ice giant spawned by justin
111 - 3212 5548 0
//Ice giant spawned by justin
111 - 3216 5547 0
//Fire elemental spawned by justin
1019 - 3191 5558 0
//Fire elemental spawned by justin
1019 - 3193 5560 0
//Fire elemental spawned by justin
1019 - 3188 5562 0
//Fire elemental spawned by justin
1019 - 3183 5561 0
//Fire elemental spawned by justin
1019 - 3182 5556 0
//Fire elemental spawned by justin
1019 - 3187 5555 0
//Nechryael spawned by justin
1613 - 3171 5558 0
//Nechryael spawned by justin
1613 - 3169 5559 0
//Nechryael spawned by justin
1613 - 3169 5555 0
//Nechryael spawned by justin
1613 - 3165 5555 0
//Nechryael spawned by justin
1613 - 3165 5558 0
//Dagannoth spawned by justin
1346 - 3154 5560 0
//Dagannoth spawned by justin
2455 - 3152 5560 0
//Dagannoth spawned by justin
2455 - 3150 5560 0
//Dagannoth spawned by justin
2455 - 3146 5558 0
//Dagannoth spawned by justin
2455 - 3145 5553 0
//Dagannoth spawned by justin
2455 - 3145 5548 0
//Dagannoth spawned by justin
2455 - 3144 5544 0
//Dagannoth spawned by justin
2455 - 3149 5544 0
//Dagannoth spawned by justin
2455 - 3152 5547 0
//Dagannoth spawned by justin
2455 - 3156 5548 0
//Dagannoth spawned by justin
2455 - 3161 5546 0
//Dagannoth spawned by justin
2455 - 3161 5548 0
//Dagannoth spawned by justin
2455 - 3154 5555 0
//Dagannoth spawned by justin
2455 - 3156 5561 0
//Turoth spawned by justin
1627 - 3159 5538 0
//Turoth spawned by justin
1629 - 3155 5538 0
//Turoth spawned by justin
1629 - 3157 5537 0
//Turoth spawned by justin
1629 - 3162 5538 0
//Turoth spawned by justin
1629 - 3164 5536 0
//Turoth spawned by justin
1629 - 3166 5540 0
//Turoth spawned by justin
1629 - 3167 5538 0
//Earth warrior spawned by justin
10180 - 3145 5534 0
//Earth warrior spawned by justin
10186 - 3145 5534 0
//Earth warrior spawned by justin
10183 - 3145 5534 0
//Earth warrior spawned by justin
10181 - 3144 5533 0
//Earth warrior spawned by justin
10182 - 3145 5533 0
//Earth warrior spawned by justin
124 - 3146 5533 0
//Earth warrior spawned by justin
124 - 3141 5532 0
//Earth warrior spawned by justin
124 - 3140 5529 0
//Earth warrior spawned by justin
124 - 3142 5525 0
//Earth warrior spawned by justin
124 - 3147 5524 0
//Earth warrior spawned by justin
124 - 3150 5526 0
//Earth warrior spawned by justin
124 - 3149 5530 0
//Earth warrior spawned by justin
124 - 3150 5521 0
//Bronze dragon spawned by justin
1590 - 3148 5514 0
//Bronze dragon spawned by justin
1590 - 3143 5514 0
//Black demon spawned by justin
84 - 3159 5523 0
//Black demon spawned by justin
84 - 3167 5524 0
//Black demon spawned by justin
84 - 3170 5528 0
//Black demon spawned by justin
84 - 3158 5530 0
//Black demon spawned by justin
84 - 3165 5531 0
//Dust devil spawned by justin
1624 - 3179 5530 0
//Dust devil spawned by justin
1624 - 3179 5525 0
//Dust devil spawned by justin
1624 - 3176 5521 0
//Dust devil spawned by justin
1624 - 3178 5517 0
//Dust devil spawned by justin
1624 - 3171 5513 0
//Dust devil spawned by justin
1624 - 3169 5516 0
//Dust devil spawned by justin
1624 - 3166 5512 0
//Dust devil spawned by justin
1624 - 3172 5511 0
//Dust devil spawned by justin
1624 - 3188 5529 0
//Zamorak warrior spawned by justin
6363 - 3189 5531 0
//Zamorak warrior spawned by justin
6363 - 3194 5531 0
//Zamorak warrior spawned by justin
6363 - 3194 5523 0
//Zamorak warrior spawned by justin
6363 - 3189 5521 0
//Infernal Mage spawned by justin
1643 - 3189 5526 0
//Infernal Mage spawned by justin
1643 - 3196 5527 0
//Infernal Mage spawned by justin
1643 - 3191 5521 0
//Skeleton spawned by justin
92 - 3190 5514 0
//Skeleton spawned by justin
92 - 3194 5512 0
//Skeleton spawned by justin
93 - 3193 5512 0
//Skeleton spawned by justin
1471 - 3193 5512 0
//Skeleton spawned by justin
90 - 3192 5512 0
//null spawned by justin
3291 - 3191 5512 0
//Skeleton spawned by justin
5366 - 3192 5512 0
//Skeleton spawned by justin
5367 - 3192 5512 0
//Skeleton spawned by justin
5365 - 3193 5510 0
//Skeleton spawned by justin
5381 - 3194 5510 0
//Skeleton spawned by justin
5381 - 3190 5513 0
//Skeleton spawned by justin
5381 - 3186 5513 0
//Skeleton spawned by justin
5381 - 3188 5510 0
//Fire giant spawned by justin
110 - 3206 5516 0
//Fire giant spawned by justin
110 - 3207 5513 0
//Fire giant spawned by justin
110 - 3212 5521 0
//Fire giant spawned by justin
110 - 3209 5514 0
//Fire giant spawned by justin
110 - 3216 5518 0
//Fire giant spawned by justin
110 - 3213 5522 0
//Giant Rock Crab spawned by justin
2452 - 3209 5530 0
//Giant Rock Crab spawned by justin
2452 - 3209 5534 0
//Giant Rock Crab spawned by justin
2452 - 3206 5540 0
//Giant Rock Crab spawned by justin
2452 - 3202 5537 0
//Giant Rock Crab spawned by justin
2452 - 3204 5531 0
//Giant Rock Crab spawned by justin
2452 - 3206 5528 0
//Giant Rock Crab spawned by justin
2452 - 3205 5538 0
//Zamorak warrior spawned by justin
6363 - 3217 5535 0
//Zamorak warrior spawned by justin
6363 - 3232 5545 0
//Zamorak warrior spawned by justin
6363 - 3238 5541 0
//Zamorak warrior spawned by justin
6363 - 3234 5523 0
//Zamorak warrior spawned by justin
6363 - 3234 5517 0
//Zamorak warrior spawned by justin
6363 - 3228 5511 0
//Zamorak warrior spawned by justin
6363 - 3222 5523 0
//null spawned by justin
2258 - 3222 5523 0
//Zamorak wizard spawned by justin
1007 - 3222 5524 0
//null spawned by justin
6367 - 3222 5524 0
//null spawned by justin
6367 - 3216 5534 0
//null spawned by justin
6367 - 3228 5541 0
//null spawned by justin
6367 - 3239 5538 0
//null spawned by justin
6367 - 3240 5530 0
//null spawned by justin
6367 - 3235 5521 0
//null spawned by justin
6367 - 3235 5513 0
//Broken grave marker spawned by justin
6566 - 3237 5510 0
//null spawned by justin
6366 - 3236 5510 0
//null spawned by justin
6366 - 3229 5511 0
//null spawned by justin
6366 - 3223 5511 0
//null spawned by justin
6366 - 3219 5537 0
//null spawned by justin
6366 - 3217 5530 0
//null spawned by justin
6366 - 3228 5537 0
//null spawned by justin
6366 - 3240 5531 0
//Fire giant spawned by justin
110 - 3255 5533 0
//Fire giant spawned by justin
110 - 3257 5526 0
//Fire giant spawned by justin
110 - 3256 5517 0
//Fire giant spawned by justin
110 - 3247 5518 0
//Fire giant spawned by justin
110 - 3246 5524 0
//Fire giant spawned by justin
110 - 3245 5533 0
//Fire giant spawned by justin
110 - 3249 5537 0
//Fire giant spawned by justin
110 - 3254 5539 0
//Fire giant spawned by justin
110 - 3258 5513 0
//Fire giant spawned by justin
110 - 3247 5522 0
//Jelly spawned by justin
1637 - 3271 5530 0
//Jelly spawned by justin
1637 - 3271 5535 0
//Jelly spawned by justin
1637 - 3278 5522 0
//Jelly spawned by justin
1637 - 3274 5518 0
//Jelly spawned by justin
1637 - 3275 5513 0
//Jelly spawned by justin
1637 - 3272 5511 0
//Jelly spawned by justin
1637 - 3273 5517 0
//Poison spider spawned by justin
134 - 3278 5536 0
//Poison spider spawned by justin
134 - 3279 5531 0
//Poison spider spawned by justin
134 - 3277 5517 0
//Poison spider spawned by justin
134 - 3275 5512 0
//Shadow Hound spawned by justin
1976 - 3288 5525 0
//Shadow Hound spawned by justin
1976 - 3288 5530 0
//Shadow Hound spawned by justin
1976 - 3286 5522 0
//Shadow Hound spawned by justin
1976 - 3293 5523 0
//Shadow Hound spawned by justin
1976 - 3297 5519 0
//Shadow Hound spawned by justin
1976 - 3300 5516 0
//Shadow Hound spawned by justin
1976 - 3294 5518 0
//Shadow Hound spawned by justin
1976 - 3289 5514 0
//Shadow Hound spawned by justin
1976 - 3285 5513 0
//Shadow Hound spawned by justin
1976 - 3309 5526 0
//Shadow Hound spawned by justin
1976 - 3313 5527 0
//Shadow Hound spawned by justin
1976 - 3311 5523 0
//Shadow Hound spawned by justin
1976 - 3307 5524 0
//Shadow Hound spawned by justin
1976 - 3301 5528 0
//Shadow Hound spawned by justin
1976 - 3299 5528 0
//Shadow Hound spawned by justin
1976 - 3301 5532 0
//Shadow Hound spawned by justin
1976 - 3307 5533 0
//Shadow Hound spawned by justin
1976 - 3309 5534 0
//Shadow Hound spawned by justin
1976 - 3314 5534 0
//Shadow Hound spawned by justin
1976 - 3313 5540 0
//Shadow Hound spawned by justin
1976 - 3311 5543 0
//Shadow Hound spawned by justin
1976 - 3319 5541 0
//Shadow Hound spawned by justin
1976 - 3322 5540 0
//Shadow Hound spawned by justin
1976 - 3321 5536 0
//Shadow Hound spawned by justin
1976 - 3322 5533 0
//Dire Wolf spawned by justin
1198 - 3322 5533 0
//Dire Wolf spawned by justin
1198 - 3314 5532 0
//Dire Wolf spawned by justin
1198 - 3311 5540 0
//Dire Wolf spawned by justin
1198 - 3303 5533 0
//Dire Wolf spawned by justin
1198 - 3309 5523 0
//Dire Wolf spawned by justin
1198 - 3320 5549 0
//Shadow Hound spawned by justin
1976 - 3317 5550 0
//Shadow Hound spawned by justin
1976 - 3322 5552 0
//Shadow Hound spawned by justin
1976 - 3322 5548 0
//Baby black dragon spawned by justin
3376 - 3316 5557 0
//Baby black dragon spawned by justin
3376 - 3309 5563 0
//Baby black dragon spawned by justin
3376 - 3301 5563 0
//Baby black dragon spawned by justin
3376 - 3303 5557 0
//Baby black dragon spawned by justin
3376 - 3302 5551 0
//Baby black dragon spawned by justin
3376 - 3298 5547 0
//Baby black dragon spawned by justin
3376 - 3291 5556 0
//Baby black dragon spawned by justin
3376 - 3296 5561 0
//Green dragon spawned by justin
941 - 3303 5550 0
//Green dragon spawned by justin
941 - 3300 5541 0
//Green dragon spawned by justin
941 - 3315 5558 0
//Larry the Lumberjack spawned by justin
13790 - 2457 2833 0
//Estate agent spawned by justin
4247 - 2533 2837 0
//Glum spawned by justin
7077 - 2621 2856 0
//null spawned by justin
2262 - 2586 2844 0
//Wise Old Man spawned by justin
2253 - 2583 2841 0
//Wizard Acantha spawned by justin
8031 - 2577 2841 0
//null spawned by justin
1917 - 2577 2844 0
//Nastroth spawned by justin
6539 - 2583 2844 0
// Ghost disciple, 0, added by: justin
1686 - 3659 3515 0
//Baby impling spawned by justin
1028 - 2592 4315 0
//Baby impling spawned by justin
1028 - 2589 4313 0
//Baby impling spawned by justin
1028 - 2571 4315 0
//Baby impling spawned by justin
1028 - 2570 4327 0
//Baby impling spawned by justin
1028 - 2580 4345 0
//Baby impling spawned by justin
1028 - 2594 4343 0
//Baby impling spawned by justin
1028 - 2610 4341 0
//Baby impling spawned by justin
1028 - 2616 4326 0
//Baby impling spawned by justin
1028 - 2622 4311 0
//Baby impling spawned by justin
1028 - 2617 4296 0
//Young impling spawned by justin
1029 - 2611 4292 0
//Young impling spawned by justin
1029 - 2601 4291 0
//Young impling spawned by justin
1029 - 2591 4299 0
//Young impling spawned by justin
1029 - 2579 4300 0
//Young impling spawned by justin
1029 - 2573 4313 0
//Young impling spawned by justin
1029 - 2561 4316 0
//Gourmet impling spawned by justin
1030 - 2561 4316 0
//Gourmet impling spawned by justin
1030 - 2570 4342 0
//Gourmet impling spawned by justin
1030 - 2585 4338 0
//Gourmet impling spawned by justin
1030 - 2598 4333 0
//Gourmet impling spawned by justin
1030 - 2602 4321 0
//Gourmet impling spawned by justin
1030 - 2612 4309 0
//Gourmet impling spawned by justin
1030 - 2613 4310 0
//Gourmet impling spawned by justin
1030 - 2591 4292 0
//Earth impling spawned by justin
1031 - 2581 4291 0
//Earth impling spawned by justin
1031 - 2567 4297 0
//Earth impling spawned by justin
1031 - 2572 4309 0
//Earth impling spawned by justin
1031 - 2585 4319 0
//Earth impling spawned by justin
1031 - 2597 4333 0
//Essence impling spawned by justin
1032 - 2600 4333 0
//Essence impling spawned by justin
1032 - 2613 4323 0
//Essence impling spawned by justin
1032 - 2603 4297 0
//Essence impling spawned by justin
1032 - 2567 4297 0
//Essence impling spawned by justin
1032 - 2563 4312 0
//Eclectic impling spawned by justin
1033 - 2566 4310 0
//Eclectic impling spawned by justin
1033 - 2560 4321 0
//Eclectic impling spawned by justin
1033 - 2578 4348 0
//Eclectic impling spawned by justin
1033 - 2591 4339 0
//Eclectic impling spawned by justin
1033 - 2598 4330 0
//Eclectic impling spawned by justin
1033 - 2608 4321 0
//Nature impling spawned by justin
1034 - 2604 4306 0
//Nature impling spawned by justin
1034 - 2596 4308 0
//Nature impling spawned by justin
1034 - 2589 4294 0
//Nature impling spawned by justin
1034 - 2584 4288 0
//Nature impling spawned by justin
1034 - 2561 4322 0
//Nature impling spawned by justin
1034 - 2568 4330 0
//Nature impling spawned by justin
1034 - 2581 4336 0
//Nature impling spawned by justin
1034 - 2591 4326 0
//Nature impling spawned by justin
1034 - 2602 4320 0
//Magpie impling spawned by justin
